Month,Day,Year,Hour,Minute,Time,Sun House,Moon House,Mercury House,Venus House,Mars House,Jupiter House,Saturn House,Uranus House,Neptune House
11,4,1929,15,54,954,7,9,7,7,8,3,9,12,12
11,4,1929,17,27,1047,7,8,6,6,7,2,8,12,12
11,4,1929,11,37,697,10,11,9,9,10,5,11,3,3
11,4,1929,21,19,1279,5,6,4,4,5,12,6,10,10
11,4,1929,17,17,1037,7,8,6,6,7,2,8,12,12
11,4,1929,20,36,1236,5,6,5,4,5,12,7,10,10
11,4,1929,6,32,392,12,1,12,11,1,7,2,5,5
11,4,1929,12,43,763,9,10,9,8,9,4,11,2,2
11,4,1929,3,27,207,2,3,1,1,2,9,3,7,7
11,4,1929,0,30,30,3,4,3,2,3,10,5,8,8
11,4,1929,4,39,279,1,2,1,12,1,8,3,6,6
11,4,1929,17,12,1032,7,8,6,6,7,2,8,12,12
12,27,1929,16,28,988,7,6,8,7,7,12,7,10,10
12,27,1929,10,4,604,11,9,11,10,10,4,11,2,2
12,27,1929,9,57,597,11,9,11,10,10,4,11,2,2
12,27,1929,0,50,50,3,2,4,3,3,8,3,6,6
12,27,1929,21,30,1290,5,4,5,4,5,10,5,8,8
12,27,1929,17,20,1040,7,5,7,6,6,12,7,10,10
12,27,1929,0,45,45,3,2,4,3,3,8,3,6,6
12,27,1929,20,24,1224,5,4,6,5,5,10,5,8,8
12,27,1929,19,54,1194,6,4,6,5,5,11,5,9,9
12,27,1929,14,28,868,8,7,9,8,8,1,8,11,11
12,27,1929,23,53,1433,4,2,4,3,3,9,4,7,7
12,27,1929,5,53,353,1,11,1,12,1,6,1,4,4
11,25,1929,22,45,1365,4,2,4,3,4,10,5,8,8
11,25,1929,5,51,351,1,10,1,12,1,7,2,5,5
11,25,1929,9,33,573,11,8,11,10,11,5,12,3,3
11,25,1929,20,30,1230,5,3,5,5,5,11,6,9,9
11,25,1929,3,12,192,2,11,2,1,2,8,3,6,6
11,25,1929,11,43,703,10,7,10,9,10,4,11,2,2
11,25,1929,1,5,65,3,12,3,2,3,9,4,7,7
11,25,1929,18,46,1126,6,4,6,5,6,12,7,10,10
11,25,1929,7,41,461,12,9,12,11,12,6,1,4,4
11,25,1929,21,49,1309,5,2,4,4,5,11,5,9,9
11,25,1929,13,24,804,9,7,9,8,9,3,10,1,1
11,25,1929,14,50,890,8,6,8,7,8,2,9,12,12
2,9,1929,23,0,1380,4,4,4,6,8,7,2,6,6
2,9,1929,13,57,837,9,9,9,10,12,11,7,10,10
2,9,1929,0,36,36,3,3,3,5,7,6,2,5,5
2,9,1929,6,58,418,12,12,12,2,4,2,10,2,2
2,9,1929,14,45,885,8,8,8,10,12,11,6,10,10
2,9,1929,15,36,936,8,8,8,9,12,10,6,9,9
2,9,1929,5,42,342,1,1,1,2,5,3,11,2,2
2,9,1929,13,19,799,9,9,9,10,1,11,7,10,10
2,9,1929,16,20,980,7,7,7,9,11,10,6,9,9
2,9,1929,22,22,1342,4,4,4,6,9,7,3,6,6
2,9,1929,2,22,142,3,2,2,4,7,5,1,4,4
2,9,1929,14,53,893,8,8,8,10,12,11,6,10,10
12,2,1929,18,34,1114,6,7,6,6,6,12,7,10,10
12,2,1929,19,38,1178,6,6,6,5,6,12,6,10,10
12,2,1929,20,46,1246,5,6,5,5,5,11,6,9,9
12,2,1929,10,30,630,10,11,10,10,10,4,11,2,2
12,2,1929,11,14,674,10,10,10,9,10,4,11,2,2
12,2,1929,22,58,1378,4,5,4,3,4,10,5,8,8
12,2,1929,10,54,654,10,11,10,9,10,4,11,2,2
12,2,1929,16,57,1017,7,7,7,6,7,1,8,11,11
12,2,1929,10,56,656,10,10,10,9,10,4,11,2,2
12,2,1929,18,7,1087,6,7,6,6,6,12,7,10,10
12,2,1929,8,6,486,12,12,12,11,12,6,12,3,3
12,2,1929,4,58,298,1,1,1,1,1,7,2,5,5
10,10,1929,21,59,1319,4,7,4,4,5,12,7,10,10
10,10,1929,21,45,1305,5,8,4,4,5,12,7,10,10
10,10,1929,11,12,672,10,1,10,9,10,6,12,4,4
10,10,1929,3,41,221,2,4,2,1,2,10,4,7,7
10,10,1929,4,50,290,1,4,1,12,2,9,3,7,7
10,10,1929,6,45,405,12,3,12,11,1,8,2,6,6
10,10,1929,12,9,729,9,12,9,9,10,6,12,3,3
10,10,1929,19,6,1146,6,9,6,5,6,2,8,12,12
10,10,1929,13,41,821,9,12,8,8,9,5,11,2,2
10,10,1929,9,11,551,11,2,11,10,11,7,1,5,5
10,10,1929,7,32,452,12,3,12,11,12,8,2,5,5
10,10,1929,11,32,692,10,1,10,9,10,6,12,3,3
11,26,1929,7,3,423,12,10,12,11,12,6,1,4,4
11,26,1929,1,28,88,3,1,3,2,3,9,4,7,7
11,26,1929,3,34,214,2,12,2,1,2,8,3,6,6
11,26,1929,6,19,379,12,10,12,12,1,7,1,5,5
11,26,1929,11,45,705,10,8,10,9,10,4,11,2,2
11,26,1929,5,59,359,1,11,1,12,1,7,2,5,5
11,26,1929,1,27,87,3,1,3,2,3,9,4,7,7
11,26,1929,0,48,48,3,1,3,3,3,9,4,7,7
11,26,1929,21,23,1283,5,3,5,4,5,11,6,9,9
11,26,1929,7,32,452,12,10,12,11,12,6,1,4,4
11,26,1929,2,6,126,2,12,2,2,3,9,3,7,7
11,26,1929,1,25,85,3,1,3,2,3,9,4,7,7
11,30,1929,16,0,960,7,7,7,7,7,2,8,11,11
11,30,1929,17,9,1029,7,6,7,6,7,1,8,11,11
11,30,1929,11,36,696,10,9,10,9,10,4,11,2,2
11,30,1929,13,54,834,8,8,9,8,8,3,9,1,1
11,30,1929,10,4,604,11,10,11,10,11,5,11,2,2
11,30,1929,22,7,1327,4,4,4,4,4,10,5,8,8
11,30,1929,20,34,1234,5,5,5,5,5,11,6,9,9
11,30,1929,11,43,703,10,9,10,9,10,4,10,2,2
11,30,1929,4,21,261,1,1,1,1,1,8,2,5,5
11,30,1929,7,21,441,12,11,12,11,12,6,1,4,4
11,30,1929,17,48,1068,6,6,6,6,6,1,7,11,11
11,30,1929,9,35,575,11,10,11,10,11,5,12,3,3
9,22,1929,5,12,312,1,8,2,12,2,9,4,7,7
9,22,1929,7,31,451,12,7,1,11,12,8,3,6,6
9,22,1929,17,43,1063,7,2,7,6,7,3,9,1,1
9,22,1929,2,54,174,2,9,3,1,3,11,5,8,8
9,22,1929,3,51,231,2,9,2,12,2,10,4,8,8
9,22,1929,13,47,827,9,4,9,8,9,5,12,3,3
9,22,1929,18,37,1117,6,2,7,5,7,3,9,1,1
9,22,1929,10,7,607,10,6,11,9,11,7,1,5,5
9,22,1929,20,58,1258,5,12,6,4,6,1,8,11,11
9,22,1929,17,53,1073,7,2,7,6,7,3,9,1,1
9,22,1929,19,31,1171,6,1,6,5,6,2,9,12,12
9,22,1929,16,15,975,7,3,8,6,8,4,10,2,2
12,18,1929,13,30,810,9,4,9,8,9,2,9,12,12
12,18,1929,2,57,177,2,9,3,2,2,8,2,5,5
12,18,1929,6,57,417,12,7,1,12,12,6,12,3,3
12,18,1929,9,26,566,11,6,11,10,11,4,11,2,2
12,18,1929,3,25,205,2,9,2,2,2,7,2,5,5
12,18,1929,9,37,577,11,6,11,10,11,4,11,2,2
12,18,1929,1,25,85,3,10,3,2,3,8,3,6,6
12,18,1929,18,55,1135,6,1,6,6,6,11,6,9,9
12,18,1929,3,8,188,2,9,2,2,2,8,2,5,5
12,18,1929,21,17,1277,5,12,5,4,5,10,5,8,8
12,18,1929,18,23,1103,6,1,7,6,6,12,6,10,10
12,18,1929,10,22,622,10,5,11,10,10,4,11,2,2
1,8,1929,13,11,791,9,8,9,11,2,12,8,12,12
1,8,1929,14,33,873,8,7,9,10,1,12,7,11,11
1,8,1929,12,42,762,9,8,10,11,2,1,8,12,12
1,8,1929,18,17,1097,6,5,7,8,11,10,6,9,9
1,8,1929,17,39,1059,7,6,7,8,12,10,6,9,9
1,8,1929,7,34,454,12,11,12,1,5,3,11,2,2
1,8,1929,19,47,1187,6,5,6,7,11,9,5,8,8
1,8,1929,20,32,1232,5,4,6,7,10,9,4,8,8
1,8,1929,2,14,134,3,1,3,4,8,6,2,5,5
1,8,1929,1,15,75,3,2,3,4,8,6,2,6,6
1,8,1929,18,58,1138,6,5,6,8,11,9,5,9,9
1,8,1929,16,39,999,7,6,8,9,12,11,6,10,10
5,12,1929,4,12,252,1,3,2,12,4,1,9,12,12
5,12,1929,9,16,556,11,12,12,10,1,11,6,10,10
5,12,1929,11,33,693,10,11,10,9,12,10,5,8,8
5,12,1929,0,29,29,3,5,4,2,6,3,11,2,2
5,12,1929,12,52,772,9,11,10,8,11,9,4,8,8
5,12,1929,12,9,729,9,11,10,9,12,10,5,8,8
5,12,1929,23,43,1423,4,6,4,3,6,4,11,2,2
5,12,1929,8,26,506,11,1,12,10,2,11,7,10,10
5,12,1929,21,25,1285,5,7,6,4,7,5,12,4,4
5,12,1929,1,58,118,3,4,3,2,5,3,10,1,1
5,12,1929,16,20,980,7,9,8,6,10,8,3,6,6
5,12,1929,7,21,441,12,1,12,11,2,12,7,11,11
2,17,1929,6,39,399,12,3,12,2,4,2,10,2,2
2,17,1929,10,42,642,10,1,10,12,2,12,8,11,11
2,17,1929,2,16,136,3,5,2,4,7,5,1,4,4
2,17,1929,12,7,727,10,12,9,11,1,12,7,11,11
2,17,1929,15,12,912,8,11,7,10,12,10,6,9,9
2,17,1929,3,57,237,2,5,1,3,6,4,12,3,3
2,17,1929,22,4,1324,5,8,4,6,8,7,3,6,6
2,17,1929,1,2,62,3,6,3,5,7,5,1,4,4
2,17,1929,7,24,444,12,3,11,1,4,2,10,1,1
2,17,1929,0,40,40,3,6,3,5,7,6,1,5,5
2,17,1929,11,54,714,10,1,9,11,1,12,8,11,11
2,17,1929,7,54,474,12,3,11,1,3,2,10,1,1
10,13,1929,6,55,415,12,4,12,11,1,8,2,6,6
10,13,1929,4,33,273,1,5,1,12,2,9,3,7,7
10,13,1929,15,0,900,8,12,8,7,8,4,10,2,2
10,13,1929,1,31,91,3,6,2,2,3,11,5,8,8
10,13,1929,16,27,987,7,11,7,6,8,3,9,1,1
10,13,1929,9,9,549,11,3,11,10,11,7,1,5,5
10,13,1929,10,30,630,10,2,10,9,11,6,1,4,4
10,13,1929,1,5,65,3,7,3,2,3,11,5,9,9
10,13,1929,14,20,860,8,1,8,7,9,4,11,2,2
10,13,1929,23,9,1389,4,8,4,3,4,12,6,10,10
10,13,1929,2,54,174,2,6,2,1,3,10,4,8,8
10,13,1929,9,35,575,11,3,10,10,11,7,1,4,4
5,28,1929,0,48,48,3,11,4,2,5,3,10,1,1
5,28,1929,20,40,1240,5,1,6,4,8,5,12,3,3
5,28,1929,20,6,1206,6,2,6,4,8,5,12,4,4
5,28,1929,17,52,1072,7,3,7,5,9,6,2,5,5
5,28,1929,13,9,789,9,5,10,8,11,9,4,7,7
5,28,1929,18,29,1109,6,2,7,5,9,6,1,4,4
5,28,1929,2,55,175,2,10,3,1,4,2,9,12,12
5,28,1929,1,38,98,3,10,3,1,5,2,10,1,1
5,28,1929,9,44,584,11,6,11,9,1,10,5,9,9
5,28,1929,16,56,1016,7,3,8,6,9,7,2,5,5
5,28,1929,19,37,1177,6,2,6,4,8,5,1,4,4
5,28,1929,13,1,781,9,5,10,8,11,9,4,7,7
11,12,1929,5,43,343,1,5,12,12,1,8,2,5,5
11,12,1929,16,56,1016,7,11,7,6,7,2,8,12,12
11,12,1929,5,29,329,1,5,1,12,1,8,2,5,5
11,12,1929,22,31,1351,4,8,4,4,4,11,5,9,9
11,12,1929,0,57,57,3,7,3,2,3,10,4,8,8
11,12,1929,4,51,291,1,5,1,12,1,8,2,6,6
11,12,1929,5,23,323,1,5,1,12,1,8,2,5,5
11,12,1929,23,44,1424,4,8,3,3,4,10,5,8,8
11,12,1929,4,45,285,1,5,1,12,1,8,3,6,6
11,12,1929,3,48,228,2,6,1,1,2,8,3,6,6
11,12,1929,6,35,395,12,4,12,12,1,7,2,5,5
11,12,1929,18,10,1090,6,11,6,6,6,1,8,11,11
10,2,1929,6,22,382,12,12,1,11,1,9,3,6,6
10,2,1929,22,34,1354,4,4,5,3,5,12,7,10,10
10,2,1929,4,19,259,1,1,2,12,2,10,4,7,7
10,2,1929,17,27,1047,7,7,7,6,7,3,9,1,1
10,2,1929,11,15,675,10,10,10,9,10,6,1,4,4
10,2,1929,22,51,1371,4,4,4,3,5,12,6,10,10
10,2,1929,21,9,1269,5,5,5,4,5,1,7,11,11
10,2,1929,10,58,658,10,10,10,9,11,6,1,4,4
10,2,1929,16,19,979,7,7,8,6,8,4,10,1,1
10,2,1929,19,53,1193,6,5,6,5,6,2,8,12,12
10,2,1929,9,30,570,11,10,11,10,11,7,1,5,5
10,2,1929,7,3,423,12,12,12,11,1,8,3,6,6
10,16,1929,9,19,559,11,4,10,10,11,7,1,4,4
10,16,1929,22,34,1354,4,9,4,3,5,12,6,10,10
10,16,1929,17,53,1073,6,12,6,6,7,2,9,12,12
10,16,1929,5,1,301,1,6,1,12,1,9,3,7,7
10,16,1929,13,5,785,9,2,8,8,9,5,11,2,2
10,16,1929,0,21,21,3,8,3,2,4,11,5,9,9
10,16,1929,7,55,475,12,5,11,11,12,7,2,5,5
10,16,1929,0,13,13,3,8,3,2,4,11,5,9,9
10,16,1929,9,37,577,11,4,10,10,11,7,1,4,4
10,16,1929,7,14,434,12,5,11,11,12,8,2,5,5
10,16,1929,1,34,94,3,8,2,2,3,10,5,8,8
10,16,1929,8,23,503,11,4,11,10,12,7,2,5,5
1,2,1929,21,14,1274,5,2,5,6,10,9,4,8,8
1,2,1929,9,34,574,11,8,11,12,4,2,10,2,2
1,2,1929,13,41,821,9,6,9,10,2,12,8,11,11
1,2,1929,22,51,1371,4,1,4,6,10,8,4,7,7
1,2,1929,7,0,420,12,9,1,2,6,4,12,3,3
1,2,1929,12,22,742,9,6,10,11,3,1,9,12,12
1,2,1929,22,45,1365,4,1,4,6,10,8,4,7,7
1,2,1929,10,45,645,10,7,11,12,4,2,10,1,1
1,2,1929,13,22,802,9,6,9,10,2,12,8,12,12
1,2,1929,15,53,953,8,4,8,9,1,11,7,10,10
1,2,1929,8,33,513,11,8,12,1,5,3,11,2,2
1,2,1929,2,10,130,3,11,3,4,8,6,2,5,5
9,1,1929,17,34,1054,7,6,8,6,8,4,10,2,2
9,1,1929,3,13,193,2,1,3,1,3,11,5,9,9
9,1,1929,3,0,180,2,1,3,1,3,11,5,9,9
9,1,1929,6,26,386,12,11,1,11,1,9,4,7,7
9,1,1929,22,26,1346,4,4,5,3,5,1,8,11,11
9,1,1929,21,53,1313,5,4,5,3,5,2,8,12,12
9,1,1929,10,53,653,10,9,11,9,11,7,2,5,5
9,1,1929,17,46,1066,7,6,7,6,8,4,10,2,2
9,1,1929,19,50,1190,6,5,6,4,7,3,9,1,1
9,1,1929,6,21,381,12,11,1,11,1,10,4,7,7
9,1,1929,20,1,1201,6,5,6,4,6,3,9,1,1
9,1,1929,12,3,723,10,9,10,8,10,7,1,5,5
3,28,1929,0,16,16,3,10,3,5,7,5,12,4,4
3,28,1929,7,10,430,12,7,11,1,3,1,9,12,12
3,28,1929,15,55,955,8,3,7,9,11,9,4,8,8
3,28,1929,14,40,880,8,3,8,9,11,9,5,8,8
3,28,1929,10,0,600,11,6,10,12,2,12,7,11,11
3,28,1929,20,3,1203,6,1,5,7,9,7,2,6,6
3,28,1929,2,25,145,2,9,2,3,6,4,11,2,2
3,28,1929,20,7,1207,6,1,5,7,9,7,2,6,6
3,28,1929,8,56,536,11,6,11,12,2,12,8,11,11
3,28,1929,4,57,297,1,8,1,2,4,2,10,1,1
3,28,1929,19,46,1186,6,1,5,7,9,7,3,6,6
3,28,1929,3,50,230,2,9,1,3,5,3,11,2,2
10,29,1929,6,56,416,12,11,11,11,12,7,2,5,5
10,29,1929,0,51,51,3,2,2,2,3,10,5,8,8
10,29,1929,15,25,925,8,7,7,7,8,3,10,1,1
10,29,1929,17,24,1044,7,6,6,6,7,2,8,12,12
10,29,1929,10,19,619,10,9,10,10,11,6,12,3,3
10,29,1929,10,23,623,10,9,10,9,11,6,12,3,3
10,29,1929,13,5,785,9,8,8,8,9,4,11,2,2
10,29,1929,0,37,37,3,2,3,2,3,10,5,8,8
10,29,1929,2,37,157,2,1,2,1,3,10,4,7,7
10,29,1929,21,2,1262,5,4,4,4,5,12,6,10,10
10,29,1929,6,56,416,12,11,11,11,12,7,2,5,5
10,29,1929,15,53,953,7,6,7,7,8,3,9,1,1
7,11,1929,2,1,121,3,4,2,1,4,1,8,11,11
7,11,1929,16,58,1018,7,9,7,6,9,6,12,4,4
7,11,1929,15,58,958,8,10,7,6,9,6,1,4,4
7,11,1929,9,37,577,11,1,10,9,12,9,4,8,8
7,11,1929,10,4,604,11,1,10,9,12,9,4,7,7
7,11,1929,1,51,111,3,5,2,1,4,1,8,11,11
7,11,1929,8,53,533,11,1,10,10,1,10,4,8,8
7,11,1929,2,53,173,2,4,1,12,4,12,7,11,11
7,11,1929,17,51,1071,7,9,6,5,8,5,12,3,3
7,11,1929,1,36,96,3,5,2,1,4,1,8,11,11
7,11,1929,6,12,372,12,2,12,11,2,11,6,9,9
7,11,1929,2,46,166,2,4,1,12,4,1,7,11,11
11,27,1929,11,38,698,10,8,10,9,10,4,11,2,2
11,27,1929,0,0,0,3,2,3,3,4,10,4,8,8
11,27,1929,20,24,1224,5,4,5,5,5,11,6,9,9
11,27,1929,0,26,26,3,2,3,3,3,10,4,7,7
11,27,1929,4,33,273,1,12,1,1,1,8,2,5,5
11,27,1929,21,7,1267,5,4,5,4,5,11,6,9,9
11,27,1929,4,18,258,1,12,1,1,1,8,2,5,5
11,27,1929,12,22,742,9,8,9,9,9,4,10,1,1
11,27,1929,2,35,155,2,1,2,2,2,9,3,6,6
11,27,1929,9,56,596,11,9,11,10,11,5,12,3,3
11,27,1929,2,26,146,2,1,2,2,2,9,3,6,6
11,27,1929,17,58,1078,6,5,6,6,6,1,7,11,11
6,14,1929,2,41,161,2,5,2,1,4,1,8,12,12
6,14,1929,22,32,1352,4,8,4,3,6,4,11,2,2
6,14,1929,6,8,368,12,3,12,11,2,12,6,10,10
6,14,1929,6,55,415,12,3,12,11,2,11,6,10,10
6,14,1929,10,14,614,10,1,10,9,12,10,5,8,8
6,14,1929,4,8,248,1,4,1,12,3,1,8,11,11
6,14,1929,4,33,273,1,4,1,12,3,12,7,11,11
6,14,1929,14,29,869,8,11,8,7,10,8,3,6,6
6,14,1929,20,32,1232,5,9,5,4,7,5,12,3,3
6,14,1929,0,34,34,3,6,3,2,5,2,9,1,1
6,14,1929,9,53,593,11,2,10,9,12,10,5,8,8
6,14,1929,11,53,713,10,1,9,8,12,9,4,7,7
1,16,1929,16,55,1015,7,9,8,9,12,10,6,9,9
1,16,1929,10,36,636,10,12,11,12,3,1,9,1,1
1,16,1929,6,0,360,1,3,1,2,6,4,12,3,3
1,16,1929,14,40,880,8,10,9,10,1,11,7,11,11
1,16,1929,20,59,1259,5,7,6,7,10,8,4,7,7
1,16,1929,11,16,676,10,12,11,12,3,1,9,12,12
1,16,1929,0,55,55,3,5,4,5,8,6,2,5,5
1,16,1929,23,34,1414,4,6,4,5,9,7,3,6,6
1,16,1929,0,30,30,3,5,4,5,8,7,2,6,6
1,16,1929,16,11,971,7,10,8,9,12,11,6,10,10
1,16,1929,18,59,1139,6,8,7,8,11,9,5,8,8
1,16,1929,10,45,645,10,12,11,12,3,1,9,12,12
6,17,1929,3,46,226,2,6,1,12,4,1,8,11,11
6,17,1929,20,13,1213,6,10,5,4,7,5,12,3,3
6,17,1929,0,3,3,4,7,3,2,6,3,10,1,1
6,17,1929,16,0,960,8,12,7,6,9,7,2,5,5
6,17,1929,17,31,1051,7,11,7,5,9,6,1,4,4
6,17,1929,7,30,450,12,4,11,10,2,11,6,9,9
6,17,1929,10,51,651,10,2,10,9,12,9,4,8,8
6,17,1929,9,39,579,11,3,10,9,1,10,5,8,8
6,17,1929,15,44,944,8,12,7,6,10,7,2,5,5
6,17,1929,18,57,1137,6,10,6,5,8,5,12,4,4
6,17,1929,5,58,358,12,5,12,11,2,12,6,10,10
6,17,1929,14,58,898,8,12,8,7,10,7,2,6,6
10,30,1929,1,20,80,3,2,2,2,3,10,4,8,8
10,30,1929,21,1,1261,5,4,4,4,5,12,6,10,10
10,30,1929,5,31,331,1,12,12,12,1,8,3,6,6
10,30,1929,18,42,1122,6,5,6,5,6,1,8,11,11
10,30,1929,20,16,1216,5,5,5,5,6,12,7,10,10
10,30,1929,13,49,829,8,8,8,8,9,4,10,2,2
10,30,1929,21,9,1269,5,4,4,4,5,12,6,10,10
10,30,1929,19,5,1145,6,5,5,5,6,1,8,11,11
10,30,1929,13,50,830,8,8,8,8,9,4,10,2,2
10,30,1929,13,3,783,9,8,8,8,9,4,11,2,2
10,30,1929,11,56,716,9,9,9,9,10,5,11,3,3
10,30,1929,19,34,1174,6,5,5,5,6,1,7,11,11
7,25,1929,20,12,1212,6,1,5,4,7,4,10,2,2
7,25,1929,6,48,408,12,7,12,11,2,10,5,8,8
7,25,1929,9,16,556,11,6,11,9,12,9,4,7,7
7,25,1929,0,22,22,3,11,3,2,5,1,8,12,12
7,25,1929,7,56,476,12,7,11,10,1,10,4,8,8
7,25,1929,1,30,90,3,10,3,1,4,1,7,11,11
7,25,1929,11,29,689,10,5,10,8,11,8,3,6,6
7,25,1929,2,18,138,2,10,2,1,4,12,7,11,11
7,25,1929,7,21,441,12,7,12,10,1,10,5,8,8
7,25,1929,0,45,45,3,10,3,2,5,1,8,11,11
7,25,1929,4,40,280,1,8,1,12,3,11,6,10,10
7,25,1929,17,16,1036,7,2,7,6,8,5,12,3,3
9,1,1929,7,59,479,12,10,12,10,12,9,3,7,7
9,1,1929,23,20,1400,4,3,5,3,5,1,7,11,11
9,1,1929,7,22,442,12,11,1,11,1,9,3,7,7
9,1,1929,19,4,1144,6,5,7,5,7,3,9,1,1
9,1,1929,0,42,42,3,2,4,2,4,12,6,10,10
9,1,1929,20,53,1253,5,4,6,4,6,2,9,12,12
9,1,1929,0,53,53,3,2,4,2,4,12,6,10,10
9,1,1929,17,49,1069,7,6,7,6,8,4,10,2,2
9,1,1929,8,11,491,11,10,12,10,12,9,3,7,7
9,1,1929,12,3,723,10,9,10,8,10,7,1,5,5
9,1,1929,13,49,829,9,8,9,8,10,6,12,4,4
9,1,1929,7,46,466,12,11,12,10,1,9,3,7,7
2,23,1929,18,39,1119,6,12,5,8,10,8,4,7,7
2,23,1929,23,9,1389,4,10,3,6,8,6,2,5,5
2,23,1929,21,40,1300,5,11,4,6,9,7,3,6,6
2,23,1929,12,12,732,10,3,9,11,1,11,7,11,11
2,23,1929,3,39,219,2,8,1,3,6,4,12,3,3
2,23,1929,23,48,1428,4,10,3,5,8,6,2,5,5
2,23,1929,1,28,88,3,9,2,4,7,5,1,4,4
2,23,1929,14,0,840,9,2,8,10,12,11,6,10,10
2,23,1929,18,13,1093,7,12,6,8,10,9,4,8,8
2,23,1929,22,34,1354,4,10,4,6,8,6,2,5,5
2,23,1929,5,13,313,1,7,12,2,5,3,11,2,2
2,23,1929,6,52,412,12,6,12,2,4,2,10,1,1
5,6,1929,16,50,1010,7,6,8,6,10,7,3,6,6
5,6,1929,17,37,1057,7,6,7,6,9,7,2,6,6
5,6,1929,22,8,1328,5,3,5,4,7,5,12,3,3
5,6,1929,4,34,274,1,12,2,12,4,1,9,12,12
5,6,1929,3,11,191,2,1,3,1,5,2,10,1,1
5,6,1929,5,5,305,1,12,2,12,4,1,9,12,12
5,6,1929,4,39,279,1,12,2,12,4,1,9,12,12
5,6,1929,23,52,1432,4,3,4,3,6,4,11,2,2
5,6,1929,12,57,777,9,8,10,8,11,9,5,8,8
5,6,1929,8,31,511,11,10,12,11,2,11,7,10,10
5,6,1929,21,36,1296,5,4,6,4,7,5,12,4,4
5,6,1929,7,40,460,12,10,12,11,2,12,7,11,11
1,30,1929,10,1,601,11,7,11,12,3,1,9,12,12
1,30,1929,4,35,275,1,9,2,3,6,4,12,3,3
1,30,1929,0,43,43,3,11,4,5,8,6,2,5,5
1,30,1929,8,44,524,11,7,12,1,4,2,10,1,1
1,30,1929,3,3,183,2,10,3,4,7,5,1,4,4
1,30,1929,5,33,333,1,9,1,2,5,4,12,3,3
1,30,1929,17,1,1021,7,3,8,9,11,10,6,9,9
1,30,1929,20,38,1238,5,2,6,7,10,8,4,7,7
1,30,1929,2,9,129,3,10,3,4,7,5,1,4,4
1,30,1929,4,35,275,1,9,2,3,6,4,12,3,3
1,30,1929,16,6,966,8,4,8,9,12,10,6,9,9
1,30,1929,19,2,1142,6,2,7,8,10,9,5,8,8
12,18,1929,15,8,908,8,3,8,7,8,1,8,11,11
12,18,1929,18,41,1121,6,1,6,6,6,11,6,10,10
12,18,1929,2,22,142,2,9,3,2,2,8,3,6,6
12,18,1929,22,57,1377,4,11,4,4,4,9,4,7,7
12,18,1929,23,17,1397,4,11,4,3,4,9,4,7,7
12,18,1929,18,36,1116,6,1,6,6,6,12,6,10,10
12,18,1929,10,48,648,10,5,11,10,10,4,10,2,2
12,18,1929,14,33,873,8,3,9,8,8,2,8,12,12
12,18,1929,19,14,1154,6,1,6,5,6,11,6,9,9
12,18,1929,12,13,733,9,4,10,9,9,3,10,1,1
12,18,1929,12,39,759,9,4,10,9,9,3,9,1,1
12,18,1929,4,26,266,1,8,2,1,1,7,2,5,5
6,7,1929,12,3,723,10,9,10,8,12,9,4,7,7
6,7,1929,7,42,462,12,11,12,10,2,11,6,10,10
6,7,1929,17,13,1033,7,7,7,6,9,7,2,5,5
6,7,1929,10,0,600,10,10,11,9,12,10,5,8,8
6,7,1929,18,42,1122,6,6,7,5,8,6,1,4,4
6,7,1929,21,27,1287,5,5,5,3,7,4,11,3,3
6,7,1929,9,6,546,11,11,11,10,1,10,5,9,9
6,7,1929,12,23,743,9,9,9,8,11,9,4,7,7
6,7,1929,17,30,1050,7,7,7,5,9,6,1,5,5
6,7,1929,14,49,889,8,8,8,7,10,8,3,6,6
6,7,1929,8,58,538,11,11,11,10,1,10,5,9,9
6,7,1929,4,32,272,1,1,1,12,3,1,8,11,11
6,6,1929,5,17,317,1,12,1,11,3,12,7,11,11
6,6,1929,9,39,579,11,10,11,9,1,10,5,9,9
6,6,1929,7,26,446,12,11,12,10,2,11,6,10,10
6,6,1929,23,28,1408,4,3,4,2,6,3,10,2,2
6,6,1929,12,24,744,9,9,10,8,11,9,4,7,7
6,6,1929,4,37,277,1,12,1,12,3,1,8,11,11
6,6,1929,16,48,1008,7,7,7,6,9,7,2,5,5
6,6,1929,0,19,19,3,2,4,2,6,3,10,1,1
6,6,1929,12,10,730,9,9,10,8,11,9,4,7,7
6,6,1929,2,41,161,2,1,2,1,4,2,9,12,12
6,6,1929,20,34,1234,5,5,6,4,7,5,12,3,3
6,6,1929,23,1,1381,4,4,4,3,6,3,11,2,2
10,26,1929,23,5,1385,4,2,3,3,4,11,6,9,9
10,26,1929,3,32,212,2,11,1,1,2,9,4,7,7
10,26,1929,19,44,1184,6,3,5,5,6,1,7,11,11
10,26,1929,21,33,1293,5,2,4,4,5,12,6,10,10
10,26,1929,17,26,1046,7,4,6,6,7,2,9,12,12
10,26,1929,13,4,784,9,7,8,8,9,4,11,2,2
10,26,1929,6,26,386,12,10,12,11,1,8,2,6,6
10,26,1929,22,22,1342,4,2,4,3,5,12,6,9,9
10,26,1929,0,19,19,3,12,3,3,4,11,5,9,9
10,26,1929,9,4,544,11,8,10,10,11,7,1,4,4
10,26,1929,20,15,1215,5,3,5,5,6,1,7,11,11
10,26,1929,8,42,522,11,9,11,10,12,7,1,4,4
