Month,Day,Year,Hour,Minute,Time,Sun Sign,Moon Sign,Mercury Sign,Venus Sign,Mars Sign,Jupiter Sign,Saturn Sign,Uranus Sign,Neptune Sign
12,15,1852,10,40,640,9,11,10,8,10,9,2,2,12
12,15,1852,4,5,245,9,11,10,8,10,9,2,2,12
12,15,1852,14,54,894,9,11,10,8,10,9,2,2,12
12,15,1852,5,30,330,9,11,10,8,10,9,2,2,12
12,15,1852,10,38,638,9,11,10,8,10,9,2,2,12
12,15,1852,8,28,508,9,11,10,8,10,9,2,2,12
12,15,1852,21,1,1261,9,11,10,8,10,9,2,2,12
12,15,1852,21,47,1307,9,11,10,8,10,9,2,2,12
12,15,1852,3,39,219,9,11,10,8,10,9,2,2,12
12,15,1852,4,4,244,9,11,10,8,10,9,2,2,12
12,15,1852,3,18,198,9,11,10,8,10,9,2,2,12
12,15,1852,5,25,325,9,11,10,8,10,9,2,2,12
1,3,1852,17,22,1042,10,2,10,11,5,8,1,2,12
1,3,1852,3,56,236,10,2,10,11,5,8,1,2,12
1,3,1852,21,6,1266,10,2,10,11,5,8,1,2,12
1,3,1852,12,21,741,10,2,10,11,5,8,1,2,12
1,3,1852,11,40,700,10,2,10,11,5,8,1,2,12
1,3,1852,8,32,512,10,2,10,11,5,8,1,2,12
1,3,1852,13,48,828,10,2,10,11,5,8,1,2,12
1,3,1852,15,0,900,10,2,10,11,5,8,1,2,12
1,3,1852,3,9,189,10,2,10,11,5,8,1,2,12
1,3,1852,2,37,157,10,2,10,11,5,8,1,2,12
1,3,1852,17,30,1050,10,2,10,11,5,8,1,2,12
1,3,1852,9,7,547,10,2,10,11,5,8,1,2,12
9,19,1852,15,31,931,6,9,6,5,8,8,2,2,12
9,19,1852,18,1,1081,6,9,6,5,8,8,2,2,12
9,19,1852,15,8,908,6,9,6,5,8,8,2,2,12
9,19,1852,1,8,68,6,9,6,5,8,8,2,2,12
9,19,1852,0,50,50,6,9,6,5,8,8,2,2,12
9,19,1852,14,18,858,6,9,6,5,8,8,2,2,12
9,19,1852,18,29,1109,6,9,6,5,8,8,2,2,12
9,19,1852,16,23,983,6,9,6,5,8,8,2,2,12
9,19,1852,20,46,1246,6,9,6,5,8,8,2,2,12
9,19,1852,16,2,962,6,9,6,5,8,8,2,2,12
9,19,1852,20,12,1212,6,9,6,5,8,8,2,2,12
9,19,1852,21,42,1302,6,9,6,5,8,8,2,2,12
6,27,1852,15,31,931,4,8,4,5,6,8,2,2,12
6,27,1852,7,27,447,4,8,4,5,6,8,2,2,12
6,27,1852,17,0,1020,4,8,4,5,6,8,2,2,12
6,27,1852,16,46,1006,4,8,4,5,6,8,2,2,12
6,27,1852,19,9,1149,4,8,4,5,6,8,2,2,12
6,27,1852,15,56,956,4,8,4,5,6,8,2,2,12
6,27,1852,22,39,1359,4,8,4,5,6,8,2,2,12
6,27,1852,0,45,45,4,8,4,5,6,8,2,2,12
6,27,1852,19,36,1176,4,8,4,5,6,8,2,2,12
6,27,1852,19,25,1165,4,8,4,5,6,8,2,2,12
6,27,1852,1,2,62,4,8,4,5,6,8,2,2,12
6,27,1852,14,56,896,4,8,4,5,6,8,2,2,12
1,17,1852,6,1,361,10,9,10,11,5,8,1,2,12
1,17,1852,4,50,290,10,9,10,11,5,8,1,2,12
1,17,1852,1,52,112,10,9,10,11,5,8,1,2,12
1,17,1852,6,38,398,10,9,10,11,5,8,1,2,12
1,17,1852,17,47,1067,10,9,10,11,5,8,1,2,12
1,17,1852,5,22,322,10,9,10,11,5,8,1,2,12
1,17,1852,23,12,1392,10,9,10,11,5,8,1,2,12
1,17,1852,11,49,709,10,9,10,11,5,8,1,2,12
1,17,1852,12,6,726,10,9,10,11,5,8,1,2,12
1,17,1852,3,0,180,10,9,10,11,5,8,1,2,12
1,17,1852,7,3,423,10,9,10,11,5,8,1,2,12
1,17,1852,19,42,1182,10,9,10,11,5,8,1,2,12
8,12,1852,13,55,835,5,4,6,4,7,8,2,2,12
8,12,1852,17,38,1058,5,4,6,4,7,8,2,2,12
8,12,1852,3,51,231,5,4,6,4,7,8,2,2,12
8,12,1852,8,51,531,5,4,6,4,7,8,2,2,12
8,12,1852,4,47,287,5,4,6,4,7,8,2,2,12
8,12,1852,17,53,1073,5,4,6,4,7,8,2,2,12
8,12,1852,10,40,640,5,4,6,4,7,8,2,2,12
8,12,1852,14,23,863,5,4,6,4,7,8,2,2,12
8,12,1852,2,27,147,5,4,6,4,7,8,2,2,12
8,12,1852,19,8,1148,5,4,6,4,7,8,2,2,12
8,12,1852,3,18,198,5,4,6,4,7,8,2,2,12
8,12,1852,8,49,529,5,4,6,4,7,8,2,2,12
9,13,1852,0,8,8,6,6,6,5,7,8,2,2,12
9,13,1852,22,45,1365,6,6,6,5,7,8,2,2,12
9,13,1852,20,5,1205,6,6,6,5,7,8,2,2,12
9,13,1852,8,52,532,6,6,6,5,7,8,2,2,12
9,13,1852,20,52,1252,6,6,6,5,7,8,2,2,12
9,13,1852,14,33,873,6,6,6,5,7,8,2,2,12
9,13,1852,15,23,923,6,6,6,5,7,8,2,2,12
9,13,1852,14,6,846,6,6,6,5,7,8,2,2,12
9,13,1852,4,6,246,6,6,6,5,7,8,2,2,12
9,13,1852,23,43,1423,6,6,6,5,7,8,2,2,12
9,13,1852,17,46,1066,6,6,6,5,7,8,2,2,12
9,13,1852,4,36,276,6,6,6,5,7,8,2,2,12
9,25,1852,4,26,266,7,11,6,5,8,8,2,2,12
9,25,1852,3,43,223,7,11,6,5,8,8,2,2,12
9,25,1852,17,11,1031,7,12,6,5,8,8,2,2,12
9,25,1852,20,32,1232,7,12,6,5,8,8,2,2,12
9,25,1852,3,10,190,7,11,6,5,8,8,2,2,12
9,25,1852,9,41,581,7,11,6,5,8,8,2,2,12
9,25,1852,15,48,948,7,12,6,5,8,8,2,2,12
9,25,1852,0,5,5,7,11,6,5,8,8,2,2,12
9,25,1852,17,34,1054,7,12,6,5,8,8,2,2,12
9,25,1852,10,36,636,7,11,6,5,8,8,2,2,12
9,25,1852,17,56,1076,7,12,6,5,8,8,2,2,12
9,25,1852,23,21,1401,7,12,6,5,8,8,2,2,12
10,31,1852,19,2,1142,8,3,8,6,9,8,2,2,12
10,31,1852,13,2,782,8,3,8,6,9,8,2,2,12
10,31,1852,16,36,996,8,3,8,6,9,8,2,2,12
10,31,1852,10,24,624,8,3,8,6,9,8,2,2,12
10,31,1852,6,48,408,8,3,8,6,9,8,2,2,12
10,31,1852,13,24,804,8,3,8,6,9,8,2,2,12
10,31,1852,8,40,520,8,3,8,6,9,8,2,2,12
10,31,1852,12,50,770,8,3,8,6,9,8,2,2,12
10,31,1852,8,51,531,8,3,8,6,9,8,2,2,12
10,31,1852,18,3,1083,8,3,8,6,9,8,2,2,12
10,31,1852,2,52,172,8,3,8,6,9,8,2,2,12
10,31,1852,23,24,1404,8,3,8,6,9,8,2,2,12
2,19,1852,7,46,466,11,11,11,1,4,8,1,2,12
2,19,1852,6,7,367,11,11,11,1,4,8,1,2,12
2,19,1852,6,46,406,11,11,11,1,4,8,1,2,12
2,19,1852,17,3,1023,12,11,11,1,4,8,1,2,12
2,19,1852,10,59,659,11,11,11,1,4,8,1,2,12
2,19,1852,23,47,1427,12,11,11,1,4,8,1,2,12
2,19,1852,12,16,736,11,11,11,1,4,8,1,2,12
2,19,1852,11,3,663,11,11,11,1,4,8,1,2,12
2,19,1852,21,12,1272,12,11,11,1,4,8,1,2,12
2,19,1852,19,21,1161,12,11,11,1,4,8,1,2,12
2,19,1852,6,36,396,11,11,11,1,4,8,1,2,12
2,19,1852,6,39,399,11,11,11,1,4,8,1,2,12
9,24,1852,22,26,1346,7,11,6,5,8,8,2,2,12
9,24,1852,2,23,143,7,11,6,5,8,8,2,2,12
9,24,1852,15,47,947,7,11,6,5,8,8,2,2,12
9,24,1852,4,54,294,7,11,6,5,8,8,2,2,12
9,24,1852,0,54,54,7,11,6,5,8,8,2,2,12
9,24,1852,19,34,1174,7,11,6,5,8,8,2,2,12
9,24,1852,23,48,1428,7,11,6,5,8,8,2,2,12
9,24,1852,13,49,829,7,11,6,5,8,8,2,2,12
9,24,1852,0,58,58,7,11,6,5,8,8,2,2,12
9,24,1852,10,57,657,7,11,6,5,8,8,2,2,12
9,24,1852,2,1,121,7,11,6,5,8,8,2,2,12
9,24,1852,6,56,416,7,11,6,5,8,8,2,2,12
9,18,1852,2,32,152,6,8,6,5,8,8,2,2,12
9,18,1852,10,7,607,6,8,6,5,8,8,2,2,12
9,18,1852,7,44,464,6,8,6,5,8,8,2,2,12
9,18,1852,12,22,742,6,8,6,5,8,8,2,2,12
9,18,1852,12,13,733,6,8,6,5,8,8,2,2,12
9,18,1852,4,24,264,6,8,6,5,8,8,2,2,12
9,18,1852,2,58,178,6,8,6,5,8,8,2,2,12
9,18,1852,17,9,1029,6,8,6,5,8,8,2,2,12
9,18,1852,19,38,1178,6,9,6,5,8,8,2,2,12
9,18,1852,18,0,1080,6,8,6,5,8,8,2,2,12
9,18,1852,21,52,1312,6,9,6,5,8,8,2,2,12
9,18,1852,19,9,1149,6,8,6,5,8,8,2,2,12
8,8,1852,12,38,758,5,2,6,4,7,8,2,2,12
8,8,1852,18,37,1117,5,2,6,4,7,8,2,2,12
8,8,1852,4,47,287,5,2,6,4,7,8,2,2,12
8,8,1852,10,8,608,5,2,6,4,7,8,2,2,12
8,8,1852,14,1,841,5,2,6,4,7,8,2,2,12
8,8,1852,14,25,865,5,2,6,4,7,8,2,2,12
8,8,1852,23,8,1388,5,2,6,4,7,8,2,2,12
8,8,1852,0,57,57,5,2,6,4,7,8,2,2,12
8,8,1852,1,43,103,5,2,6,4,7,8,2,2,12
8,8,1852,17,11,1031,5,2,6,4,7,8,2,2,12
8,8,1852,13,9,789,5,2,6,4,7,8,2,2,12
8,8,1852,10,41,641,5,2,6,4,7,8,2,2,12
8,3,1852,17,41,1061,5,12,6,4,7,8,2,2,12
8,3,1852,16,32,992,5,12,6,4,7,8,2,2,12
8,3,1852,22,10,1330,5,12,6,4,7,8,2,2,12
8,3,1852,17,54,1074,5,12,6,4,7,8,2,2,12
8,3,1852,0,54,54,5,12,6,4,7,8,2,2,12
8,3,1852,15,37,937,5,12,6,4,7,8,2,2,12
8,3,1852,12,23,743,5,12,6,4,7,8,2,2,12
8,3,1852,9,49,589,5,12,6,4,7,8,2,2,12
8,3,1852,14,24,864,5,12,6,4,7,8,2,2,12
8,3,1852,3,15,195,5,12,6,4,7,8,2,2,12
8,3,1852,6,7,367,5,12,6,4,7,8,2,2,12
8,3,1852,12,53,773,5,12,6,4,7,8,2,2,12
8,1,1852,21,32,1292,5,11,6,4,6,8,2,2,12
8,1,1852,10,32,632,5,11,6,4,6,8,2,2,12
8,1,1852,23,49,1429,5,11,6,4,6,8,2,2,12
8,1,1852,1,55,115,5,11,6,4,6,8,2,2,12
8,1,1852,9,8,548,5,11,6,4,6,8,2,2,12
8,1,1852,14,27,867,5,11,6,4,6,8,2,2,12
8,1,1852,4,38,278,5,11,6,4,6,8,2,2,12
8,1,1852,20,59,1259,5,11,6,4,6,8,2,2,12
8,1,1852,16,5,965,5,11,6,4,6,8,2,2,12
8,1,1852,20,28,1228,5,11,6,4,6,8,2,2,12
8,1,1852,12,57,777,5,11,6,4,6,8,2,2,12
8,1,1852,19,46,1186,5,11,6,4,6,8,2,2,12
9,11,1852,5,35,335,6,5,6,5,7,8,2,2,12
9,11,1852,12,58,778,6,5,6,5,7,8,2,2,12
9,11,1852,1,15,75,6,5,6,5,7,8,2,2,12
9,11,1852,20,36,1236,6,5,6,5,7,8,2,2,12
9,11,1852,14,38,878,6,5,6,5,7,8,2,2,12
9,11,1852,18,5,1085,6,5,6,5,7,8,2,2,12
9,11,1852,11,19,679,6,5,6,5,7,8,2,2,12
9,11,1852,2,39,159,6,5,6,5,7,8,2,2,12
9,11,1852,22,35,1355,6,5,6,5,7,8,2,2,12
9,11,1852,8,51,531,6,5,6,5,7,8,2,2,12
9,11,1852,14,20,860,6,5,6,5,7,8,2,2,12
9,11,1852,6,50,410,6,5,6,5,7,8,2,2,12
5,16,1852,23,43,1423,2,1,2,4,5,8,2,2,12
5,16,1852,20,48,1248,2,1,2,4,5,8,2,2,12
5,16,1852,19,54,1194,2,1,2,4,5,8,2,2,12
5,16,1852,20,28,1228,2,1,2,4,5,8,2,2,12
5,16,1852,1,35,95,2,1,2,4,5,8,2,2,12
5,16,1852,22,3,1323,2,1,2,4,5,8,2,2,12
5,16,1852,22,14,1334,2,1,2,4,5,8,2,2,12
5,16,1852,9,58,598,2,1,2,4,5,8,2,2,12
5,16,1852,15,50,950,2,1,2,4,5,8,2,2,12
5,16,1852,13,22,802,2,1,2,4,5,8,2,2,12
5,16,1852,15,57,957,2,1,2,4,5,8,2,2,12
5,16,1852,11,53,713,2,1,2,4,5,8,2,2,12
2,9,1852,19,38,1178,11,7,10,12,4,8,1,2,12
2,9,1852,23,7,1387,11,7,10,12,4,8,1,2,12
2,9,1852,5,41,341,11,7,10,12,4,8,1,2,12
2,9,1852,18,53,1133,11,7,10,12,4,8,1,2,12
2,9,1852,14,38,878,11,7,10,12,4,8,1,2,12
2,9,1852,19,9,1149,11,7,10,12,4,8,1,2,12
2,9,1852,6,35,395,11,7,10,12,4,8,1,2,12
2,9,1852,11,44,704,11,7,10,12,4,8,1,2,12
2,9,1852,20,42,1242,11,7,10,12,4,8,1,2,12
2,9,1852,19,57,1197,11,7,10,12,4,8,1,2,12
2,9,1852,22,51,1371,11,7,10,12,4,8,1,2,12
2,9,1852,6,35,395,11,7,10,12,4,8,1,2,12
8,9,1852,3,30,210,5,2,6,4,7,8,2,2,12
8,9,1852,2,36,156,5,2,6,4,7,8,2,2,12
8,9,1852,23,53,1433,5,3,6,4,7,8,2,2,12
8,9,1852,5,35,335,5,2,6,4,7,8,2,2,12
8,9,1852,5,41,341,5,2,6,4,7,8,2,2,12
8,9,1852,11,40,700,5,2,6,4,7,8,2,2,12
8,9,1852,16,56,1016,5,3,6,4,7,8,2,2,12
8,9,1852,5,42,342,5,2,6,4,7,8,2,2,12
8,9,1852,19,18,1158,5,3,6,4,7,8,2,2,12
8,9,1852,22,37,1357,5,3,6,4,7,8,2,2,12
8,9,1852,8,11,491,5,2,6,4,7,8,2,2,12
8,9,1852,5,23,323,5,2,6,4,7,8,2,2,12
12,19,1852,22,58,1378,9,1,10,8,10,9,2,2,12
12,19,1852,6,52,412,9,1,10,8,10,9,2,2,12
12,19,1852,18,58,1138,9,1,10,8,10,9,2,2,12
12,19,1852,5,52,352,9,1,10,8,10,9,2,2,12
12,19,1852,14,10,850,9,1,10,8,10,9,2,2,12
12,19,1852,3,36,216,9,1,10,8,10,9,2,2,12
12,19,1852,11,17,677,9,1,10,8,10,9,2,2,12
12,19,1852,13,45,825,9,1,10,8,10,9,2,2,12
12,19,1852,3,22,202,9,1,10,8,10,9,2,2,12
12,19,1852,10,57,657,9,1,10,8,10,9,2,2,12
12,19,1852,18,0,1080,9,1,10,8,10,9,2,2,12
12,19,1852,18,21,1101,9,1,10,8,10,9,2,2,12
5,12,1852,2,14,134,2,12,2,4,5,8,2,2,12
5,12,1852,15,46,946,2,12,2,4,5,8,2,2,12
5,12,1852,11,59,719,2,12,2,4,5,8,2,2,12
5,12,1852,2,8,128,2,12,2,4,5,8,2,2,12
5,12,1852,15,53,953,2,12,2,4,5,8,2,2,12
5,12,1852,5,17,317,2,12,2,4,5,8,2,2,12
5,12,1852,6,12,372,2,12,2,4,5,8,2,2,12
5,12,1852,6,28,388,2,12,2,4,5,8,2,2,12
5,12,1852,12,24,744,2,12,2,4,5,8,2,2,12
5,12,1852,17,11,1031,2,12,2,4,5,8,2,2,12
5,12,1852,16,35,995,2,12,2,4,5,8,2,2,12
5,12,1852,20,35,1235,2,12,2,4,5,8,2,2,12
9,26,1852,4,58,298,7,12,6,5,8,8,2,2,12
9,26,1852,22,45,1365,7,12,6,5,8,8,2,2,12
9,26,1852,1,35,95,7,12,6,5,8,8,2,2,12
9,26,1852,14,48,888,7,12,6,5,8,8,2,2,12
9,26,1852,9,13,553,7,12,6,5,8,8,2,2,12
9,26,1852,7,4,424,7,12,6,5,8,8,2,2,12
9,26,1852,18,1,1081,7,12,6,5,8,8,2,2,12
9,26,1852,10,44,644,7,12,6,5,8,8,2,2,12
9,26,1852,1,0,60,7,12,6,5,8,8,2,2,12
9,26,1852,7,48,468,7,12,6,5,8,8,2,2,12
9,26,1852,15,59,959,7,12,6,5,8,8,2,2,12
9,26,1852,19,29,1169,7,12,6,5,8,8,2,2,12
11,3,1852,20,43,1243,8,4,8,6,9,8,2,2,12
11,3,1852,2,2,122,8,4,8,6,9,8,2,2,12
11,3,1852,7,33,453,8,4,8,6,9,8,2,2,12
11,3,1852,21,37,1297,8,4,8,6,9,8,2,2,12
11,3,1852,1,32,92,8,4,8,6,9,8,2,2,12
11,3,1852,20,1,1201,8,4,8,6,9,8,2,2,12
11,3,1852,9,7,547,8,4,8,6,9,8,2,2,12
11,3,1852,6,44,404,8,4,8,6,9,8,2,2,12
11,3,1852,20,59,1259,8,4,8,6,9,8,2,2,12
11,3,1852,1,21,81,8,4,8,6,9,8,2,2,12
11,3,1852,11,14,674,8,4,8,6,9,8,2,2,12
11,3,1852,13,53,833,8,4,8,6,9,8,2,2,12
10,26,1852,12,9,729,8,1,8,6,8,8,2,2,12
10,26,1852,10,18,618,8,1,8,6,8,8,2,2,12
10,26,1852,13,57,837,8,1,8,6,8,8,2,2,12
10,26,1852,23,34,1414,8,1,8,6,8,8,2,2,12
10,26,1852,13,25,805,8,1,8,6,8,8,2,2,12
10,26,1852,11,3,663,8,1,8,6,8,8,2,2,12
10,26,1852,14,8,848,8,1,8,6,8,8,2,2,12
10,26,1852,13,11,791,8,1,8,6,8,8,2,2,12
10,26,1852,10,30,630,8,1,8,6,8,8,2,2,12
10,26,1852,9,44,584,8,1,8,6,8,8,2,2,12
10,26,1852,0,47,47,8,1,8,6,8,8,2,2,12
10,26,1852,8,24,504,8,1,8,6,8,8,2,2,12
11,2,1852,23,9,1389,8,4,8,6,9,8,2,2,12
11,2,1852,12,7,727,8,4,8,6,9,8,2,2,12
11,2,1852,3,3,183,8,4,8,6,9,8,2,2,12
11,2,1852,19,11,1151,8,4,8,6,9,8,2,2,12
11,2,1852,10,45,645,8,4,8,6,9,8,2,2,12
11,2,1852,16,19,979,8,4,8,6,9,8,2,2,12
11,2,1852,12,33,753,8,4,8,6,9,8,2,2,12
11,2,1852,7,12,432,8,4,8,6,9,8,2,2,12
11,2,1852,19,21,1161,8,4,8,6,9,8,2,2,12
11,2,1852,21,57,1317,8,4,8,6,9,8,2,2,12
11,2,1852,19,39,1179,8,4,8,6,9,8,2,2,12
11,2,1852,0,6,6,8,4,8,6,9,8,2,2,12
12,17,1852,9,11,551,9,12,10,8,10,9,2,2,12
12,17,1852,20,29,1229,9,12,10,8,10,9,2,2,12
12,17,1852,10,38,638,9,12,10,8,10,9,2,2,12
12,17,1852,6,10,370,9,12,10,8,10,9,2,2,12
12,17,1852,18,43,1123,9,12,10,8,10,9,2,2,12
12,17,1852,4,7,247,9,12,10,8,10,9,2,2,12
12,17,1852,4,56,296,9,12,10,8,10,9,2,2,12
12,17,1852,2,50,170,9,12,10,8,10,9,2,2,12
12,17,1852,23,42,1422,9,12,10,8,10,9,2,2,12
12,17,1852,13,4,784,9,12,10,8,10,9,2,2,12
12,17,1852,15,52,952,9,12,10,8,10,9,2,2,12
12,17,1852,13,39,819,9,12,10,8,10,9,2,2,12
8,1,1852,11,23,683,5,11,6,4,6,8,2,2,12
8,1,1852,9,11,551,5,11,6,4,6,8,2,2,12
8,1,1852,21,18,1278,5,11,6,4,6,8,2,2,12
8,1,1852,23,29,1409,5,11,6,4,6,8,2,2,12
8,1,1852,0,28,28,5,11,6,4,6,8,2,2,12
8,1,1852,1,9,69,5,11,6,4,6,8,2,2,12
8,1,1852,22,38,1358,5,11,6,4,6,8,2,2,12
8,1,1852,20,45,1245,5,11,6,4,6,8,2,2,12
8,1,1852,13,47,827,5,11,6,4,6,8,2,2,12
8,1,1852,5,22,322,5,11,6,4,6,8,2,2,12
8,1,1852,21,41,1301,5,11,6,4,6,8,2,2,12
8,1,1852,1,39,99,5,11,6,4,6,8,2,2,12
4,27,1852,10,31,631,2,5,2,3,5,8,2,2,12
4,27,1852,14,25,865,2,5,2,3,5,8,2,2,12
4,27,1852,3,0,180,2,5,2,3,5,8,2,2,12
4,27,1852,16,6,966,2,5,2,3,5,8,2,2,12
4,27,1852,9,21,561,2,5,2,3,5,8,2,2,12
4,27,1852,14,31,871,2,5,2,3,5,8,2,2,12
4,27,1852,18,48,1128,2,5,2,3,5,8,2,2,12
4,27,1852,19,47,1187,2,5,2,3,5,8,2,2,12
4,27,1852,18,23,1103,2,5,2,3,5,8,2,2,12
4,27,1852,21,16,1276,2,5,2,3,5,8,2,2,12
4,27,1852,5,8,308,2,5,2,3,5,8,2,2,12
4,27,1852,20,38,1238,2,5,2,3,5,8,2,2,12
11,5,1852,1,12,72,8,5,8,6,9,8,2,2,12
11,5,1852,10,45,645,8,5,8,6,9,8,2,2,12
11,5,1852,18,15,1095,8,5,8,7,9,8,2,2,12
11,5,1852,17,2,1022,8,5,8,7,9,8,2,2,12
11,5,1852,18,51,1131,8,5,8,7,9,8,2,2,12
11,5,1852,11,19,679,8,5,8,6,9,8,2,2,12
11,5,1852,5,22,322,8,5,8,6,9,8,2,2,12
11,5,1852,12,41,761,8,5,8,6,9,8,2,2,12
11,5,1852,6,18,378,8,5,8,6,9,8,2,2,12
11,5,1852,22,26,1346,8,5,8,7,9,8,2,2,12
11,5,1852,13,24,804,8,5,8,6,9,8,2,2,12
11,5,1852,2,51,171,8,5,8,6,9,8,2,2,12
5,25,1852,21,6,1266,3,5,2,4,5,8,2,2,12
5,25,1852,0,6,6,3,5,2,4,5,8,2,2,12
5,25,1852,17,5,1025,3,5,2,4,5,8,2,2,12
5,25,1852,17,51,1071,3,5,2,4,5,8,2,2,12
5,25,1852,9,37,577,3,5,2,4,5,8,2,2,12
5,25,1852,12,42,762,3,5,2,4,5,8,2,2,12
5,25,1852,13,24,804,3,5,2,4,5,8,2,2,12
5,25,1852,3,44,224,3,5,2,4,5,8,2,2,12
5,25,1852,19,25,1165,3,5,2,4,5,8,2,2,12
5,25,1852,17,56,1076,3,5,2,4,5,8,2,2,12
5,25,1852,16,47,1007,3,5,2,4,5,8,2,2,12
5,25,1852,22,19,1339,3,5,2,4,5,8,2,2,12
10,9,1852,14,40,880,7,5,7,6,8,8,2,2,12
10,9,1852,15,44,944,7,5,7,6,8,8,2,2,12
10,9,1852,3,54,234,7,5,7,5,8,8,2,2,12
10,9,1852,5,27,327,7,5,7,5,8,8,2,2,12
10,9,1852,1,41,101,7,5,7,5,8,8,2,2,12
10,9,1852,4,54,294,7,5,7,5,8,8,2,2,12
10,9,1852,18,5,1085,7,5,7,6,8,8,2,2,12
10,9,1852,23,16,1396,7,5,7,6,8,8,2,2,12
10,9,1852,5,42,342,7,5,7,5,8,8,2,2,12
10,9,1852,7,59,479,7,5,7,5,8,8,2,2,12
10,9,1852,15,9,909,7,5,7,6,8,8,2,2,12
10,9,1852,4,15,255,7,5,7,5,8,8,2,2,12
9,3,1852,11,2,662,6,2,6,4,7,8,2,2,12
9,3,1852,18,45,1125,6,2,6,4,7,8,2,2,12
9,3,1852,1,38,98,6,1,6,4,7,8,2,2,12
9,3,1852,16,37,997,6,2,6,4,7,8,2,2,12
9,3,1852,11,46,706,6,2,6,4,7,8,2,2,12
9,3,1852,9,25,565,6,2,6,4,7,8,2,2,12
9,3,1852,5,44,344,6,1,6,4,7,8,2,2,12
9,3,1852,5,41,341,6,1,6,4,7,8,2,2,12
9,3,1852,4,24,264,6,1,6,4,7,8,2,2,12
9,3,1852,22,6,1326,6,2,6,4,7,8,2,2,12
9,3,1852,23,45,1425,6,2,6,4,7,8,2,2,12
9,3,1852,6,1,361,6,1,6,4,7,8,2,2,12
5,29,1852,1,39,99,3,7,2,4,5,8,2,2,12
5,29,1852,1,39,99,3,7,2,4,5,8,2,2,12
5,29,1852,22,6,1326,3,7,2,4,5,8,2,2,12
5,29,1852,14,25,865,3,7,2,4,5,8,2,2,12
5,29,1852,16,1,961,3,7,2,4,5,8,2,2,12
5,29,1852,5,46,346,3,7,2,4,5,8,2,2,12
5,29,1852,1,0,60,3,7,2,4,5,8,2,2,12
5,29,1852,6,54,414,3,7,2,4,5,8,2,2,12
5,29,1852,22,54,1374,3,7,2,4,5,8,2,2,12
5,29,1852,12,12,732,3,7,2,4,5,8,2,2,12
5,29,1852,15,29,929,3,7,2,4,5,8,2,2,12
5,29,1852,14,21,861,3,7,2,4,5,8,2,2,12
12,22,1852,17,4,1024,10,2,9,8,10,9,2,2,12
12,22,1852,23,30,1410,10,2,9,8,10,9,2,2,12
12,22,1852,3,0,180,10,2,9,8,10,9,2,2,12
12,22,1852,8,43,523,10,2,9,8,10,9,2,2,12
12,22,1852,14,0,840,10,2,9,8,10,9,2,2,12
12,22,1852,11,12,672,10,2,9,8,10,9,2,2,12
12,22,1852,18,24,1104,10,2,9,8,10,9,2,2,12
12,22,1852,17,8,1028,10,2,9,8,10,9,2,2,12
12,22,1852,19,34,1174,10,2,9,8,10,9,2,2,12
12,22,1852,20,37,1237,10,2,9,8,10,9,2,2,12
12,22,1852,1,37,97,10,2,9,8,10,9,2,2,12
12,22,1852,16,26,986,10,2,9,8,10,9,2,2,12
11,9,1852,20,31,1231,8,7,9,7,9,9,2,2,12
11,9,1852,6,41,401,8,7,8,7,9,9,2,2,12
11,9,1852,21,39,1299,8,7,9,7,9,9,2,2,12
11,9,1852,0,38,38,8,7,8,7,9,9,2,2,12
11,9,1852,3,28,208,8,7,8,7,9,9,2,2,12
11,9,1852,10,40,640,8,7,8,7,9,9,2,2,12
11,9,1852,9,7,547,8,7,8,7,9,9,2,2,12
11,9,1852,23,24,1404,8,7,9,7,9,9,2,2,12
11,9,1852,10,5,605,8,7,8,7,9,9,2,2,12
11,9,1852,12,29,749,8,7,8,7,9,9,2,2,12
11,9,1852,9,59,599,8,7,8,7,9,9,2,2,12
11,9,1852,0,26,26,8,7,8,7,9,9,2,2,12
6,11,1852,16,14,974,3,1,3,5,5,8,2,2,12
6,11,1852,11,19,679,3,1,3,5,5,8,2,2,12
6,11,1852,0,39,39,3,1,3,5,5,8,2,2,12
6,11,1852,13,4,784,3,1,3,5,5,8,2,2,12
6,11,1852,22,5,1325,3,1,3,5,5,8,2,2,12
6,11,1852,13,42,822,3,1,3,5,5,8,2,2,12
6,11,1852,18,53,1133,3,1,3,5,5,8,2,2,12
6,11,1852,12,55,775,3,1,3,5,5,8,2,2,12
6,11,1852,22,9,1329,3,1,3,5,5,8,2,2,12
6,11,1852,19,41,1181,3,1,3,5,5,8,2,2,12
6,11,1852,5,26,326,3,1,3,5,5,8,2,2,12
6,11,1852,19,32,1172,3,1,3,5,5,8,2,2,12
6,26,1852,4,25,265,4,7,4,5,6,8,2,2,12
6,26,1852,5,53,353,4,7,4,5,6,8,2,2,12
6,26,1852,7,42,462,4,7,4,5,6,8,2,2,12
6,26,1852,22,27,1347,4,7,4,5,6,8,2,2,12
6,26,1852,20,18,1218,4,7,4,5,6,8,2,2,12
6,26,1852,20,8,1208,4,7,4,5,6,8,2,2,12
6,26,1852,7,53,473,4,7,4,5,6,8,2,2,12
6,26,1852,7,13,433,4,7,4,5,6,8,2,2,12
6,26,1852,9,12,552,4,7,4,5,6,8,2,2,12
6,26,1852,21,49,1309,4,7,4,5,6,8,2,2,12
6,26,1852,5,43,343,4,7,4,5,6,8,2,2,12
6,26,1852,20,40,1240,4,7,4,5,6,8,2,2,12
