Month,Day,Year,Hour,Minute,Time,Sun House,Moon House,Mercury House,Venus House,Mars House,Jupiter House,Saturn House,Uranus House,Neptune House
3,9,1873,15,1,901,8,12,9,10,4,1,7,1,1
3,9,1873,14,37,877,9,1,9,10,4,2,7,1,1
3,9,1873,11,50,710,10,2,10,11,6,3,8,2,2
3,9,1873,5,33,333,1,5,1,2,9,6,12,6,6
3,9,1873,22,51,1371,4,9,5,6,12,10,3,9,9
3,9,1873,0,50,50,3,8,4,5,11,9,2,8,8
3,9,1873,23,50,1430,4,8,4,5,12,9,2,8,8
3,9,1873,14,54,894,8,1,9,10,4,2,7,1,1
3,9,1873,23,3,1383,4,9,5,6,12,10,3,9,9
3,9,1873,15,31,931,8,12,9,10,4,1,6,12,12
3,9,1873,20,36,1236,6,10,6,7,1,11,4,10,10
3,9,1873,1,27,87,3,7,4,5,11,8,2,8,8
6,8,1873,18,26,1106,7,12,7,5,11,9,2,8,8
6,8,1873,19,7,1147,6,11,6,5,11,9,2,8,8
6,8,1873,17,5,1025,7,12,7,6,12,10,3,9,9
6,8,1873,22,32,1352,5,10,5,3,9,7,12,6,6
6,8,1873,2,39,159,2,7,2,1,7,5,10,4,4
6,8,1873,8,58,538,11,4,11,10,4,2,7,1,1
6,8,1873,2,43,163,2,7,2,1,7,5,10,4,4
6,8,1873,10,35,635,10,3,10,9,3,1,6,12,12
6,8,1873,20,53,1253,5,10,5,4,10,8,1,7,7
6,8,1873,12,57,777,9,2,9,8,2,12,5,11,11
6,8,1873,1,25,85,3,8,3,2,7,6,11,5,5
6,8,1873,0,22,22,4,8,3,2,8,6,11,5,5
7,15,1873,0,38,38,3,12,4,2,7,5,10,4,4
7,15,1873,2,41,161,2,11,3,1,6,4,9,3,3
7,15,1873,23,56,1436,4,12,5,2,7,5,10,4,4
7,15,1873,18,0,1080,7,3,8,5,10,8,1,7,7
7,15,1873,7,9,429,12,8,1,11,4,1,6,1,1
7,15,1873,20,57,1257,5,2,6,4,9,7,12,6,6
7,15,1873,7,13,433,12,8,1,11,4,1,6,12,12
7,15,1873,7,1,421,12,8,1,11,4,2,6,1,1
7,15,1873,4,52,292,1,9,2,12,5,3,8,2,2
7,15,1873,10,24,624,11,7,11,9,2,12,5,11,11
7,15,1873,3,38,218,2,10,3,12,5,3,8,2,2
7,15,1873,20,10,1210,6,2,7,4,9,7,12,6,6
12,14,1873,15,38,938,8,6,7,7,10,5,9,4,4
12,14,1873,10,18,618,11,8,10,10,1,8,12,6,6
12,14,1873,7,59,479,12,9,11,11,2,9,1,8,8
12,14,1873,7,20,440,12,10,11,12,2,9,2,8,8
12,14,1873,4,42,282,1,11,1,1,3,11,3,9,9
12,14,1873,0,3,3,4,1,3,3,6,1,5,11,11
12,14,1873,22,12,1332,5,3,4,4,6,2,6,12,12
12,14,1873,17,23,1043,7,5,6,6,9,4,8,3,3
12,14,1873,13,45,825,9,7,8,8,11,6,10,5,5
12,14,1873,8,50,530,11,9,11,11,1,9,1,7,7
12,14,1873,17,41,1061,7,5,6,6,9,4,8,3,3
12,14,1873,17,4,1024,7,5,6,6,9,4,8,3,3
3,16,1873,5,39,339,1,8,2,2,9,6,11,5,5
3,16,1873,20,38,1238,6,12,6,7,1,10,4,10,10
3,16,1873,11,37,697,10,5,11,11,5,3,8,2,2
3,16,1873,20,59,1259,5,12,6,7,1,10,4,10,10
3,16,1873,14,8,848,9,3,9,10,4,2,7,1,1
3,16,1873,5,25,325,1,8,2,2,9,6,11,6,6
3,16,1873,12,37,757,10,4,10,11,5,2,8,2,2
3,16,1873,11,13,673,10,5,11,12,6,3,8,2,2
3,16,1873,7,57,477,12,6,12,1,7,5,10,4,4
3,16,1873,13,55,835,9,4,9,10,4,2,7,1,1
3,16,1873,9,12,552,11,6,12,1,7,4,9,4,4
3,16,1873,9,18,558,11,6,12,12,7,4,9,3,3
1,17,1873,22,6,1326,5,12,4,6,2,12,5,11,11
1,17,1873,5,14,314,1,8,1,3,10,8,1,8,8
1,17,1873,6,13,373,1,8,12,2,10,8,1,7,7
1,17,1873,11,39,699,10,5,9,11,7,5,10,4,4
1,17,1873,17,2,1022,7,3,6,9,4,2,7,1,1
1,17,1873,8,58,538,11,7,11,1,8,7,11,6,6
1,17,1873,8,1,481,12,7,11,1,9,7,12,6,6
1,17,1873,19,54,1194,6,1,5,7,3,1,6,12,12
1,17,1873,7,40,460,12,7,11,1,9,7,12,6,6
1,17,1873,15,41,941,8,3,7,9,5,3,8,2,2
1,17,1873,17,24,1044,7,2,6,9,4,2,7,1,1
1,17,1873,19,18,1158,6,2,5,8,3,1,6,12,12
8,23,1873,11,46,706,10,10,9,9,1,10,3,9,9
8,23,1873,2,38,158,2,2,2,1,5,3,7,2,2
8,23,1873,2,0,120,3,3,2,1,5,3,8,2,2
8,23,1873,21,5,1265,5,5,5,4,8,6,10,5,5
8,23,1873,21,41,1301,5,5,4,4,8,5,10,4,4
8,23,1873,3,36,216,2,2,1,12,5,2,7,1,1
8,23,1873,18,42,1122,7,7,6,5,9,7,11,6,6
8,23,1873,11,7,667,10,10,10,9,1,10,3,9,9
8,23,1873,19,27,1167,6,6,6,5,9,6,11,5,5
8,23,1873,12,31,751,10,10,9,8,12,10,2,9,9
8,23,1873,17,48,1068,7,7,7,6,10,7,12,6,6
8,23,1873,15,32,932,8,8,8,7,11,8,1,7,7
4,10,1873,11,18,678,10,3,10,11,5,2,8,2,2
4,10,1873,2,56,176,2,7,2,3,9,7,12,6,6
4,10,1873,21,52,1312,5,10,5,6,12,9,2,8,8
4,10,1873,3,28,208,2,7,2,3,9,6,12,6,6
4,10,1873,18,48,1128,6,12,6,8,1,10,4,10,10
4,10,1873,14,27,867,9,2,8,10,3,1,6,12,12
4,10,1873,13,44,824,9,2,9,10,4,1,6,12,12
4,10,1873,23,34,1414,4,9,4,5,11,8,2,8,8
4,10,1873,22,26,1346,5,10,4,6,11,9,2,8,8
4,10,1873,14,1,841,9,2,9,10,3,1,6,12,12
4,10,1873,12,41,761,9,3,9,10,4,2,7,1,1
4,10,1873,0,4,4,4,9,4,5,11,8,1,7,7
4,9,1873,5,23,323,1,6,1,2,8,5,11,5,5
4,9,1873,20,5,1205,6,11,6,7,1,10,3,9,9
4,9,1873,1,52,112,3,7,3,4,10,7,1,7,7
4,9,1873,23,38,1418,4,9,4,5,11,8,2,8,8
4,9,1873,22,16,1336,5,10,4,6,11,9,2,8,8
4,9,1873,9,44,584,11,4,11,12,6,3,8,2,2
4,9,1873,17,7,1027,7,12,7,8,2,11,5,11,11
4,9,1873,6,1,361,1,5,1,2,7,5,10,4,4
4,9,1873,8,25,505,12,4,11,1,6,4,9,3,3
4,9,1873,9,18,558,11,4,11,12,6,3,9,3,3
4,9,1873,15,55,955,8,1,8,9,3,12,5,11,11
4,9,1873,17,52,1072,7,12,7,8,2,11,4,10,10
11,24,1873,7,21,441,12,2,1,11,2,10,2,8,8
11,24,1873,23,11,1391,4,6,4,3,6,2,6,12,12
11,24,1873,17,0,1020,7,9,8,6,9,5,9,4,4
11,24,1873,10,15,615,11,12,11,10,1,8,1,7,7
11,24,1873,6,43,403,12,2,1,12,2,10,2,9,9
11,24,1873,22,37,1357,4,6,5,4,6,2,6,1,1
11,24,1873,8,43,523,11,1,12,11,2,9,1,8,8
11,24,1873,5,17,317,1,3,2,12,3,11,3,9,9
11,24,1873,17,2,1022,7,9,7,6,9,5,9,4,4
11,24,1873,15,56,956,8,10,8,7,10,6,10,4,4
11,24,1873,11,42,702,10,12,10,9,12,8,12,6,6
11,24,1873,9,57,597,11,1,11,10,1,9,1,7,7
12,12,1873,4,34,274,2,10,1,1,3,11,3,9,9
12,12,1873,10,3,603,11,8,10,10,1,8,12,7,7
12,12,1873,18,35,1115,6,4,6,6,8,4,8,2,2
12,12,1873,9,1,541,11,8,11,11,1,9,1,7,7
12,12,1873,7,29,449,12,9,11,11,2,9,2,8,8
12,12,1873,22,15,1335,5,2,4,4,6,2,6,12,12
12,12,1873,2,0,120,3,12,2,2,5,12,4,10,10
12,12,1873,1,13,73,3,12,2,3,5,12,4,11,11
12,12,1873,18,47,1127,6,4,6,6,8,4,8,2,2
12,12,1873,15,5,905,8,5,7,7,10,6,10,4,4
12,12,1873,5,17,317,1,10,1,1,3,10,3,9,9
12,12,1873,22,15,1335,5,2,4,4,6,2,6,12,12
12,8,1873,23,34,1414,4,12,3,3,6,1,5,12,12
12,8,1873,4,0,240,2,9,1,1,4,11,3,10,10
12,8,1873,8,57,537,11,7,11,11,1,9,1,7,7
12,8,1873,8,10,490,12,7,11,11,2,9,1,8,8
12,8,1873,13,43,823,9,5,8,8,11,6,10,5,5
12,8,1873,9,42,582,11,7,10,10,1,8,1,7,7
12,8,1873,8,14,494,12,7,11,11,2,9,1,8,8
12,8,1873,8,18,498,12,7,11,11,2,9,1,8,8
12,8,1873,6,4,364,1,8,12,12,3,10,2,9,9
12,8,1873,0,10,10,4,11,3,3,5,1,5,11,11
12,8,1873,11,50,710,10,6,9,9,12,7,11,6,6
12,8,1873,23,49,1429,4,12,3,3,6,1,5,12,12
7,6,1873,9,27,567,11,3,12,9,3,1,6,12,12
7,6,1873,0,44,44,3,7,4,2,7,5,10,4,4
7,6,1873,15,6,906,8,1,9,7,12,10,3,9,9
7,6,1873,16,49,1009,8,12,8,6,11,9,2,8,8
7,6,1873,21,11,1271,5,10,6,4,9,7,12,6,6
7,6,1873,10,54,654,10,3,11,9,2,12,5,11,11
7,6,1873,4,45,285,1,5,2,12,5,3,8,2,2
7,6,1873,23,56,1436,4,8,5,2,7,5,10,5,5
7,6,1873,14,16,856,9,1,10,7,12,10,3,9,9
7,6,1873,19,11,1151,6,11,7,5,10,8,1,7,7
7,6,1873,16,44,1004,8,12,8,6,11,9,2,8,8
7,6,1873,18,41,1121,7,11,7,5,10,8,1,7,7
3,21,1873,13,26,806,9,6,10,10,4,2,7,1,1
3,21,1873,17,33,1053,7,4,8,8,2,12,5,11,11
3,21,1873,17,8,1028,7,4,8,9,3,12,5,11,11
3,21,1873,23,33,1413,4,1,5,5,12,9,2,8,8
3,21,1873,17,24,1044,7,4,8,9,3,12,5,11,11
3,21,1873,13,46,826,9,6,10,10,4,2,7,1,1
3,21,1873,18,47,1127,6,3,7,8,2,11,4,10,10
3,21,1873,18,22,1102,7,3,7,8,2,11,5,11,11
3,21,1873,13,11,791,9,6,10,11,5,2,7,1,1
3,21,1873,9,41,581,11,8,12,12,6,4,9,3,3
3,21,1873,16,4,964,8,5,8,9,3,12,6,12,12
3,21,1873,18,56,1136,6,3,7,8,2,11,4,10,10
5,12,1873,13,20,800,9,3,8,9,2,12,5,11,11
5,12,1873,17,58,1078,7,1,6,7,12,10,3,9,9
5,12,1873,5,59,359,1,6,12,12,6,4,9,3,3
5,12,1873,9,23,563,11,5,10,11,4,2,7,1,1
5,12,1873,1,6,66,3,9,2,3,9,6,12,6,6
5,12,1873,15,10,910,8,2,7,8,2,11,5,11,11
5,12,1873,21,40,1300,5,11,4,5,10,8,2,8,8
5,12,1873,10,36,636,10,4,10,10,4,2,7,1,1
5,12,1873,11,59,719,10,4,9,9,3,1,6,12,12
5,12,1873,1,21,81,3,9,2,3,8,6,12,6,6
5,12,1873,10,3,603,11,5,10,10,4,2,7,1,1
5,12,1873,14,44,884,8,2,8,8,2,11,5,11,11
11,8,1873,6,0,360,1,8,2,12,3,11,3,10,10
11,8,1873,17,8,1028,7,3,8,6,9,5,10,4,4
11,8,1873,13,6,786,9,5,10,8,11,7,12,6,6
11,8,1873,17,6,1026,7,3,8,6,9,5,10,4,4
11,8,1873,20,1,1201,6,1,6,5,8,4,8,3,3
11,8,1873,23,21,1401,4,12,5,3,6,2,6,1,1
11,8,1873,22,44,1364,4,12,5,3,6,3,7,1,1
11,8,1873,6,4,364,1,8,1,12,3,11,3,10,10
11,8,1873,23,24,1404,4,12,5,3,6,2,6,1,1
11,8,1873,19,41,1181,6,1,6,5,8,4,8,3,3
11,8,1873,6,17,377,1,8,1,12,3,11,3,9,9
11,8,1873,12,48,768,9,5,10,8,12,8,12,6,6
7,15,1873,14,33,873,9,5,9,7,12,10,3,9,9
7,15,1873,20,9,1209,6,2,7,4,9,7,12,6,6
7,15,1873,23,46,1426,4,12,5,2,7,5,10,4,4
7,15,1873,2,15,135,3,11,4,1,6,4,9,3,3
7,15,1873,4,37,277,1,10,2,12,5,3,8,2,2
7,15,1873,3,11,191,2,10,3,12,5,4,8,3,3
7,15,1873,19,11,1151,6,3,7,5,10,8,1,7,7
7,15,1873,8,0,480,12,8,1,10,3,1,6,12,12
7,15,1873,9,39,579,11,7,12,9,2,12,5,11,11
7,15,1873,0,59,59,3,11,4,2,7,5,10,4,4
7,15,1873,11,14,674,10,6,11,9,2,11,4,11,11
7,15,1873,13,48,828,9,5,10,7,12,10,3,9,9
4,3,1873,9,29,569,11,1,11,12,6,3,9,3,3
4,3,1873,23,21,1401,4,7,4,5,11,9,2,8,8
4,3,1873,6,30,390,1,3,1,2,7,5,10,4,4
4,3,1873,4,53,293,1,4,1,3,8,6,11,5,5
4,3,1873,12,31,751,10,12,10,11,4,2,7,1,1
4,3,1873,19,17,1157,6,9,6,7,1,10,4,10,10
4,3,1873,15,25,925,8,11,8,9,3,12,6,12,12
4,3,1873,10,20,620,11,1,11,12,6,3,8,2,2
4,3,1873,3,38,218,2,4,2,3,9,6,12,6,6
4,3,1873,1,9,69,3,6,3,4,10,8,1,7,7
4,3,1873,6,4,364,1,3,1,2,8,5,11,5,5
4,3,1873,20,58,1258,5,8,5,7,12,10,3,9,9
1,20,1873,7,28,448,12,8,12,2,9,7,12,6,6
1,20,1873,10,51,651,10,7,10,12,7,5,10,5,5
1,20,1873,11,23,683,10,6,9,12,7,5,10,4,4
1,20,1873,23,4,1384,4,1,4,6,1,11,4,10,10
1,20,1873,10,13,613,11,7,10,12,8,6,11,5,5
1,20,1873,14,53,893,8,5,8,10,5,3,8,2,2
1,20,1873,10,8,608,11,7,10,12,8,6,11,5,5
1,20,1873,13,6,786,9,6,9,11,6,4,9,3,3
1,20,1873,6,23,383,1,9,12,2,9,8,1,7,7
1,20,1873,17,56,1076,7,3,6,8,4,2,7,1,1
1,20,1873,12,3,723,10,6,9,11,7,5,10,4,4
1,20,1873,19,41,1181,6,2,5,7,3,1,6,12,12
5,5,1873,20,44,1244,5,9,5,5,11,9,2,8,8
5,5,1873,20,52,1252,5,9,4,5,11,9,2,8,8
5,5,1873,12,24,744,10,1,9,10,3,1,6,12,12
5,5,1873,1,5,65,3,7,2,3,9,7,12,6,6
5,5,1873,2,3,123,3,6,2,3,8,6,12,6,6
5,5,1873,14,33,873,9,12,8,9,2,12,5,11,11
5,5,1873,23,54,1434,4,7,3,4,9,7,1,7,7
5,5,1873,12,48,768,9,1,9,9,3,1,6,12,12
5,5,1873,23,21,1401,4,8,3,4,10,8,1,7,7
5,5,1873,23,23,1403,4,8,3,4,10,8,1,7,7
5,5,1873,17,45,1065,7,10,6,7,1,10,4,10,10
5,5,1873,0,21,21,4,7,3,4,9,7,12,6,6
11,30,1873,16,13,973,7,12,7,7,10,5,9,4,4
11,30,1873,22,38,1358,4,9,4,4,6,2,6,12,12
11,30,1873,9,49,589,11,3,11,10,1,9,1,7,7
11,30,1873,20,12,1212,5,10,5,5,8,3,7,2,2
11,30,1873,13,33,813,9,1,9,8,11,7,11,5,5
11,30,1873,8,20,500,12,4,12,11,2,9,1,8,8
11,30,1873,19,7,1147,6,11,6,5,8,4,8,2,2
11,30,1873,19,9,1149,6,10,6,5,8,4,8,2,2
11,30,1873,7,43,463,12,4,12,11,2,10,2,8,8
11,30,1873,14,1,841,9,1,9,8,11,6,11,5,5
11,30,1873,0,40,40,3,7,3,3,5,1,5,11,11
11,30,1873,20,7,1207,5,10,6,5,8,3,7,2,2
7,3,1873,4,34,274,1,4,2,12,5,3,8,2,2
7,3,1873,4,3,243,2,5,3,12,5,3,8,3,3
7,3,1873,10,35,635,10,2,11,9,2,12,5,11,11
7,3,1873,19,56,1196,6,9,7,4,9,8,1,7,7
7,3,1873,18,18,1098,7,10,8,5,10,8,1,8,8
7,3,1873,1,13,73,3,6,4,1,7,5,10,4,4
7,3,1873,15,58,958,8,11,9,6,11,9,3,9,9
7,3,1873,1,36,96,3,6,4,1,6,5,10,4,4
7,3,1873,6,43,403,12,3,1,11,4,2,7,1,1
7,3,1873,15,35,935,8,11,9,7,12,10,3,9,9
7,3,1873,7,52,472,12,3,1,10,3,1,6,1,1
7,3,1873,3,44,224,2,5,3,12,5,4,9,3,3
2,8,1873,17,48,1068,7,11,7,8,3,1,6,12,12
2,8,1873,9,6,546,11,4,11,1,8,6,11,5,5
2,8,1873,15,19,919,8,12,8,10,5,2,7,2,2
2,8,1873,15,20,920,8,12,8,10,5,2,7,2,2
2,8,1873,23,36,1416,4,9,4,6,1,10,3,10,10
2,8,1873,14,24,864,9,1,8,10,5,3,8,2,2
2,8,1873,7,14,434,12,5,12,2,9,7,12,6,6
2,8,1873,17,22,1042,7,12,7,9,4,1,6,12,12
2,8,1873,16,45,1005,7,12,7,9,4,2,7,1,1
2,8,1873,15,26,926,8,12,8,10,5,2,7,2,2
2,8,1873,18,1,1081,7,11,6,8,3,1,6,12,12
2,8,1873,12,17,737,10,2,9,11,6,4,9,3,3
11,26,1873,8,55,535,11,2,12,11,1,9,1,8,8
11,26,1873,9,14,554,11,2,12,10,1,9,1,8,8
11,26,1873,19,26,1166,6,9,6,5,8,4,8,2,2
11,26,1873,22,34,1354,4,7,5,4,6,2,6,1,1
11,26,1873,14,26,866,8,11,9,8,11,6,10,5,5
11,26,1873,6,5,365,1,3,1,12,3,10,3,9,9
11,26,1873,3,12,192,2,5,3,1,4,12,4,10,10
11,26,1873,11,33,693,10,1,10,9,12,8,12,6,6
11,26,1873,5,32,332,1,3,1,12,3,11,3,9,9
11,26,1873,7,10,430,12,3,1,11,2,10,2,8,8
11,26,1873,17,3,1023,7,10,7,6,9,5,9,3,3
11,26,1873,2,15,135,3,5,3,2,5,12,4,11,11
10,26,1873,6,53,413,12,2,1,11,3,11,3,10,10
10,26,1873,23,41,1421,4,6,4,3,6,3,7,1,1
10,26,1873,20,11,1211,5,7,6,5,8,4,8,3,3
10,26,1873,0,17,17,3,5,4,3,6,2,6,1,1
10,26,1873,0,39,39,3,5,4,2,5,2,6,1,1
10,26,1873,21,54,1314,5,7,5,4,7,3,7,2,2
10,26,1873,19,46,1186,6,8,6,5,8,5,9,3,3
10,26,1873,10,5,605,11,1,11,10,1,9,2,8,8
10,26,1873,10,28,628,10,12,11,10,1,9,1,8,8
10,26,1873,4,58,298,1,3,2,12,3,12,4,11,11
10,26,1873,15,47,947,8,10,8,7,10,7,11,5,5
10,26,1873,17,45,1065,7,9,7,6,9,6,10,4,4
8,13,1873,5,50,350,1,9,1,11,4,1,6,12,12
8,13,1873,6,10,370,1,9,1,11,4,1,6,12,12
8,13,1873,8,27,507,12,8,12,10,2,12,5,11,11
8,13,1873,22,38,1358,5,1,5,3,7,5,10,4,4
8,13,1873,20,36,1236,6,2,6,4,8,6,11,5,5
8,13,1873,7,5,425,12,8,12,11,3,1,5,12,12
8,13,1873,5,2,302,1,9,1,12,4,2,6,1,1
8,13,1873,14,0,840,9,5,9,7,12,9,2,8,8
8,13,1873,21,7,1267,5,1,5,4,8,6,11,5,5
8,13,1873,18,48,1128,7,3,7,5,9,7,12,6,6
8,13,1873,21,48,1308,5,1,5,3,8,5,10,4,4
8,13,1873,13,35,815,9,5,9,8,12,10,2,9,9
3,21,1873,14,55,895,8,5,9,10,4,1,6,12,12
3,21,1873,5,3,303,1,10,2,3,9,6,11,6,6
3,21,1873,19,6,1146,6,3,7,8,2,11,4,10,10
3,21,1873,23,47,1427,4,1,5,5,11,9,2,8,8
3,21,1873,19,6,1146,6,3,7,8,2,11,4,10,10
3,21,1873,11,47,707,10,6,10,11,5,3,8,2,2
3,21,1873,20,46,1246,5,2,6,7,1,10,4,10,10
3,21,1873,21,58,1318,5,2,5,6,12,10,3,9,9
3,21,1873,21,52,1312,5,2,5,6,12,10,3,9,9
3,21,1873,14,59,899,8,5,9,10,4,1,6,12,12
3,21,1873,20,8,1208,6,3,6,7,1,11,4,10,10
3,21,1873,15,2,902,8,5,9,10,4,1,6,12,12
8,21,1873,8,45,525,11,11,11,10,2,12,4,11,11
8,21,1873,0,25,25,4,3,3,2,6,4,9,3,3
8,21,1873,0,37,37,3,3,3,2,6,4,8,3,3
8,21,1873,21,53,1313,5,4,4,3,7,5,10,4,4
8,21,1873,9,27,567,11,10,11,10,2,11,4,10,10
8,21,1873,0,10,10,4,3,3,2,6,4,9,3,3
8,21,1873,10,33,633,10,10,10,9,1,11,3,10,10
8,21,1873,12,40,760,9,9,9,8,12,10,2,9,9
8,21,1873,20,24,1224,6,5,5,4,8,6,11,5,5
8,21,1873,15,48,948,8,7,8,7,11,8,1,7,7
8,21,1873,19,20,1160,6,6,6,5,9,7,11,6,6
8,21,1873,18,32,1112,7,6,6,5,9,7,12,6,6
9,29,1873,8,16,496,12,2,12,10,2,11,3,10,10
9,29,1873,0,6,6,4,6,4,3,6,3,7,2,2
9,29,1873,5,7,307,1,4,1,12,4,1,5,11,11
9,29,1873,3,1,181,2,5,2,1,5,2,6,12,12
9,29,1873,15,31,931,8,11,8,7,10,7,12,6,6
9,29,1873,22,32,1352,4,7,5,3,7,4,8,3,3
9,29,1873,10,56,656,10,1,10,9,1,10,2,8,8
9,29,1873,6,6,366,1,3,1,12,3,12,4,11,11
9,29,1873,6,15,375,1,3,1,11,3,12,4,11,11
9,29,1873,17,50,1070,7,10,7,6,9,6,11,5,5
9,29,1873,13,47,827,9,12,9,8,11,8,1,7,7
9,29,1873,21,32,1292,5,8,5,4,7,4,9,3,3
10,20,1873,8,53,533,11,11,12,10,2,10,2,9,9
10,20,1873,23,20,1400,4,4,4,3,6,3,7,1,1
10,20,1873,20,53,1253,5,5,6,4,7,4,8,3,3
10,20,1873,12,35,755,9,9,10,8,12,8,1,7,7
10,20,1873,12,42,762,9,9,10,8,12,8,1,7,7
10,20,1873,12,22,742,9,9,10,9,12,8,1,7,7
10,20,1873,2,30,150,2,2,3,1,5,1,5,12,12
10,20,1873,5,45,345,1,12,1,12,3,12,4,10,10
10,20,1873,6,9,369,1,12,1,12,3,11,4,10,10
10,20,1873,3,30,210,2,1,2,1,4,1,5,11,11
10,20,1873,6,13,373,1,12,1,12,3,11,4,10,10
10,20,1873,2,15,135,3,2,3,2,5,1,6,12,12
7,2,1873,12,37,757,9,12,10,8,1,11,4,10,10
7,2,1873,13,4,784,9,12,10,8,1,11,4,10,10
7,2,1873,11,11,671,10,1,11,9,2,12,5,11,11
7,2,1873,4,16,256,2,4,2,12,5,3,8,2,2
7,2,1873,1,32,92,3,6,4,1,7,5,10,4,4
7,2,1873,14,55,895,8,11,9,7,12,10,3,9,9
7,2,1873,4,2,242,2,4,3,12,5,3,8,3,3
7,2,1873,1,16,76,3,6,4,1,7,5,10,4,4
7,2,1873,10,57,657,10,1,11,9,2,12,5,11,11
7,2,1873,15,19,919,8,11,9,7,12,10,3,9,9
7,2,1873,5,19,319,1,4,2,11,5,3,8,2,2
7,2,1873,5,2,302,1,4,2,12,5,3,8,2,2
10,28,1873,15,13,913,8,11,9,7,10,7,11,5,5
10,28,1873,10,53,653,10,1,11,9,1,9,1,8,8
10,28,1873,23,7,1387,4,7,5,3,6,3,7,1,1
10,28,1873,4,41,281,1,4,2,12,4,12,4,11,11
10,28,1873,8,11,491,12,2,12,11,2,10,2,9,9
10,28,1873,20,59,1259,5,8,6,4,7,4,8,2,2
10,28,1873,11,59,719,10,1,10,9,12,8,1,7,7
10,28,1873,20,20,1220,5,8,6,5,8,4,8,3,3
10,28,1873,13,45,825,9,12,9,8,11,7,12,6,6
10,28,1873,0,39,39,3,6,4,2,5,2,6,1,1
10,28,1873,3,49,229,2,4,2,1,4,12,5,11,11
10,28,1873,21,40,1300,5,8,5,4,7,3,8,2,2
4,28,1873,23,55,1435,4,5,3,4,10,7,1,7,7
4,28,1873,13,45,825,9,9,8,9,3,12,6,12,12
4,28,1873,21,49,1309,5,6,4,5,11,8,2,8,8
4,28,1873,8,34,514,11,12,11,12,5,3,8,2,2
4,28,1873,10,21,621,11,11,10,11,5,2,7,1,1
4,28,1873,14,31,871,9,9,8,9,2,12,5,11,11
4,28,1873,18,3,1083,7,7,6,7,1,10,4,10,10
4,28,1873,23,34,1414,4,5,3,4,10,8,1,7,7
4,28,1873,10,41,641,10,11,10,11,4,2,7,1,1
4,28,1873,19,33,1173,6,7,5,6,12,10,3,9,9
4,28,1873,7,12,432,12,12,11,12,6,4,9,3,3
4,28,1873,11,38,698,10,10,9,10,4,1,7,1,1
11,2,1873,15,56,956,8,1,8,7,10,6,10,5,5
11,2,1873,7,20,440,12,5,1,11,2,11,3,9,9
11,2,1873,1,36,96,3,8,4,2,5,1,5,12,12
11,2,1873,23,11,1391,4,9,5,3,6,3,7,1,1
11,2,1873,5,21,321,1,6,2,12,3,12,4,10,10
11,2,1873,22,57,1377,4,9,5,3,6,3,7,1,1
11,2,1873,0,2,2,4,8,4,3,6,2,6,1,1
11,2,1873,18,22,1102,6,11,7,6,9,5,9,4,4
11,2,1873,15,54,954,8,1,8,7,10,6,10,5,5
11,2,1873,22,28,1348,4,10,5,4,6,3,7,1,1
11,2,1873,0,0,0,4,8,4,3,6,2,6,1,1
11,2,1873,4,53,293,1,6,2,12,3,12,4,10,10
9,23,1873,16,41,1001,7,8,7,6,10,7,11,6,6
9,23,1873,0,32,32,3,4,3,2,6,3,7,2,2
9,23,1873,19,50,1190,6,6,6,5,8,5,10,4,4
9,23,1873,15,31,931,8,8,8,7,10,8,12,6,6
9,23,1873,7,12,432,12,1,12,11,3,12,4,10,10
9,23,1873,9,15,555,11,12,11,10,2,11,3,9,9
9,23,1873,19,39,1179,6,6,6,5,8,5,10,4,4
9,23,1873,15,6,906,8,9,8,7,11,8,12,7,7
9,23,1873,6,36,396,12,1,12,11,3,12,4,11,11
9,23,1873,23,23,1403,4,5,4,3,6,4,8,2,2
9,23,1873,7,58,478,12,12,12,11,2,11,4,10,10
9,23,1873,2,56,176,2,3,2,1,5,2,6,12,12
3,26,1873,19,24,1164,6,5,7,8,1,11,4,10,10
3,26,1873,20,8,1208,6,5,6,7,1,10,4,10,10
3,26,1873,4,34,274,2,1,2,3,9,6,12,6,6
3,26,1873,9,56,596,11,10,11,12,6,3,9,3,3
3,26,1873,4,2,242,2,1,2,3,9,7,12,6,6
3,26,1873,11,28,688,10,9,11,11,5,3,8,2,2
3,26,1873,12,12,732,10,9,10,11,5,2,8,2,2
3,26,1873,5,16,316,1,12,2,2,8,6,11,5,5
3,26,1873,19,50,1190,6,5,6,7,1,10,4,10,10
3,26,1873,15,11,911,8,7,9,10,3,1,6,12,12
3,26,1873,13,52,832,9,8,9,10,4,1,7,1,1
3,26,1873,22,26,1346,5,4,5,6,12,9,3,9,9
9,14,1873,13,11,791,9,7,9,8,12,9,1,8,8
9,14,1873,3,19,199,2,11,2,1,5,2,6,1,1
9,14,1873,4,45,285,1,10,1,12,4,1,5,12,12
9,14,1873,18,13,1093,7,4,6,6,9,6,11,5,5
9,14,1873,6,55,415,12,9,12,11,3,12,4,11,11
9,14,1873,7,2,422,12,9,12,11,3,12,4,11,11
9,14,1873,14,9,849,9,6,8,8,11,8,1,7,7
9,14,1873,8,32,512,11,9,11,10,2,11,4,10,10
9,14,1873,8,3,483,12,9,11,10,2,11,4,10,10
9,14,1873,11,42,702,10,7,10,9,1,10,2,9,9
9,14,1873,1,16,76,3,12,3,2,6,3,7,2,2
9,14,1873,21,29,1289,5,2,5,4,7,5,9,4,4
